id,chr,start,end,motif_start,motif_end,motif_pvalue,motif_strand,#motifs,occupancy_score,annotation,mid_position,domain_100k_1M_left,domain_100k_1M_right,cancer_peaks,normal_peaks,all_peaks,cancer_total,normal_total,all_total,cancer_mean,normal_mean,ctrl_mean,cancer_vs_other_stats,cancer_vs_other_pvalue,cancer_vs_other_adjp,normal_vs_other_stats,normal_vs_other_pvalue,normal_vs_other_adjp,cancer_vs_normal_stats,cancer_vs_normal_pvalue,cancer_vs_normal_adjp,promoter_allgenes,promoter_allgenes_pos,promoter_allgenes_hicor,promoter_allgenes_hicor_pos,promoter_upgenes,promoter_upgenes_pos,promoter_upgenes_hicor,promoter_upgenes_hicor_pos,promoter_upgenes_names,promoter_upgenes_hicor_names,promoter_dngenes,promoter_dngenes_pos,promoter_dngenes_hicor,promoter_dngenes_hicor_pos,promoter_dngenes_names,promoter_dngenes_hicor_names,domain_allgenes,domain_allgenes_pos,domain_allgenes_hicor,domain_allgenes_hicor_pos,domain_upgenes,domain_upgenes_pos,domain_upgenes_hicor,domain_upgenes_hicor_pos,domain_upgenes_names,domain_upgenes_hicor_names,domain_dngenes,domain_dngenes_pos,domain_dngenes_hicor,domain_dngenes_hicor_pos,domain_dngenes_names,domain_dngenes_hicor_names,differential_methy_EachSide150bp,DE_count_EachSide150bp,differential_methy_motif,DE_count_motif,if_intra_domain_notch,notch_center,if_intra_domain_dynamic_notch,dynamic_notch_center,if_intra_domain_MYC,PD31_peak,PD9_peak,all_patients_peaks
323534,chr7,156908775,156909258,N,N,N,N,N,706,Distal,156909016,156809016.0,157009016.0,1,3,706,8,3,771,0.71,16.63,14.64,-5.4,8.918e-08,1.2150029333069465e-05,0.47,0.6367,0.9209892804763766,-7.44,3.917e-05,0.007486330907828983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,73.06230873333334,9,,0,1,"156893295,156949685",0,,1,1,1,2
346675,chr8,94642137,94642765,N,N,N,N,N,645,Promoter,94642451,94542451.0,94742451.0,1,2,645,8,3,771,0.61,5.86,7.94,-3.43,0.0006315,0.020815039428325192,-0.59,0.5522,0.9168571357814068,-4.79,0.0009888,0.10959887219449364,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,ESRP1,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,ESRP1,,0.0,0.0,0.0,0.0,,,76.87986738333333,12,,0,1,"94553559,94719796",0,,0,1,1,2
363784,chr9,214517,215339,N,N,N,N,N,566,Promoter,214928,11335.0,347896.0,0,2,566,8,3,771,1.09,3.01,5.01,-2.61,0.009165000000000001,0.15914071140313268,-0.82,0.4146,0.9168571357814068,-1.83,0.1009,0.749456959871834,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,22.307592745454553,33,23.1472,2,0,,0,,0,0,0,0
367980,chr9,21182899,21183439,21183259,21183278,6.64e-06,+,1,652,Distal,21183268,21083268.0,21283268.0,1,2,652,8,3,771,1.79,7.9,6.25,-3.22,0.001344,0.037623966167859464,0.73,0.4658,0.9168571357814068,-3.13,0.012209999999999999,0.4740957749576987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
367984,chr9,21213674,21214077,N,N,N,N,N,625,Distal,21213875,21111133.0,21313875.0,1,3,625,8,3,771,0.84,11.07,6.38,-3.92,9.689e-05,0.004590000399807322,2.03,0.042210000000000004,0.4640093906586827,-7.0,6.32e-05,0.01161344998398719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
367986,chr9,21235705,21236168,21235915,21235934,1.04e-05,+,1,672,Distal,21235924,21111133.0,21335924.0,1,2,672,8,3,771,3.36,11.64,9.56,-3.44,0.0006048,0.0201286854822335,0.71,0.4781,0.9168571357814068,-2.7,0.02445,0.5948785668846085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
367990,chr9,21252994,21253575,21253174,21253193,3.06e-07,+,1,639,Distal,21253183,21111133.0,21353183.0,1,2,639,8,3,771,2.92,6.47,6.36,-2.48,0.01324,0.20694759694850606,0.05,0.9605,0.9906766625365752,-1.28,0.2317,0.7598655394080226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
368031,chr9,21434465,21434832,21434636,21434655,2.3e-06,+,1,574,Distal,21434645,21334645.0,21534645.0,1,2,574,8,3,771,0.98,13.92,8.85,-3.42,0.000659,0.02152667667852906,1.35,0.1773,0.9168571357814068,-10.86,1.7869999999999996e-06,0.0003893109566455696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
368041,chr9,21455321,21455641,21455492,21455511,1.06e-06,-,1,645,Exon,21455501,21355501.0,21555501.0,0,3,645,8,3,771,0.97,20.9,12.28,-4.55,6.244e-06,0.00046758954378331327,2.12,0.034089999999999995,0.4011991351545404,-6.47,0.0001149,0.01975536765734265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
368043,chr9,21465262,21466268,21466105,21466124,8.52e-07,+,1,641,Intron,21466114,21366114.0,21566114.0,1,3,641,8,3,771,0.99,10.41,4.21,-3.53,0.000439,0.015650975194199897,4.18,3.256e-05,0.0011087326626106745,-7.63,3.2299999999999986e-05,0.006284979282080271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
368091,chr9,21709243,21709786,21709652,21709671,2.99e-07,+,1,652,Distal,21709661,21609661.0,21809661.0,1,3,652,8,3,771,4.07,19.7,9.43,-3.0,0.002763,0.06534281439367914,3.55,0.00040869999999999996,0.010625412851208457,-4.51,0.001459,0.14375524703019893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,1,0,0,0
368159,chr9,22008645,22009734,22008758,22008777,2.17e-07,-,2,587,Promoter,22008767,21813154.0,22452617.0,0,3,587,8,3,771,0.05,8.17,7.92,-3.92,9.492e-05,0.004514070232108317,0.08,0.9386,0.9850862719569718,-6.7,8.874e-05,0.015761400789473683,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,81.26818858378378,37,82.72732406666667,6,0,,0,,0,0,0,0
368206,chr9,22238945,22239370,N,N,N,N,N,543,Distal,22239157,21813154.0,22452617.0,0,2,543,8,3,771,0.16,5.69,6.13,-3.81,0.0001529,0.0066722105793610535,-0.17,0.8617,0.9666652587032898,-4.89,0.0008558999999999999,0.09892988265614504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
380219,chr9,96686572,96686948,96686753,96686772,7.83e-07,+,1,547,Distal,96686762,96586762.0,96857009.0,1,2,547,8,3,771,1.22,10.39,6.74,-2.9,0.003882,0.0847814662140727,1.17,0.2407,0.9168571357814068,-9.84,4.107e-06,0.000880254639788294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,90.726655,4,,0,0,,1,96818801,0,0,0,0
382280,chr9,104926352,104926817,N,N,N,N,N,705,Promoter,104926584,104826584.0,105157276.0,1,2,705,8,3,771,2.43,7.24,12.6,-4.59,5.159e-06,0.00039789437721263725,-1.48,0.1383,0.8810331713952585,-1.91,0.08804,0.749456959871834,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.06515088571428584,21,0.0,1,1,"104926691,104968326,104991261,104991558,105039283,105128159",1,"105039255,105128071",1,0,0,0
393149,chr9,137176609,137176905,N,N,N,N,N,662,Intron,137176757,137076757.0,137276757.0,0,2,662,8,3,771,2.22,11.39,13.39,-4.14,3.843e-05,0.002137021524232633,-0.45,0.6498,0.9226972626897876,-5.01,0.0007281000000000001,0.08770693874015749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"137086953,137095676,137114749,137129780,137175614,137188594,137200947,137205673,137223575,137236689,137241229,137255245,137271506",0,,1,1,1,2
395996,chr10,6151355,6151759,6151584,6151603,7.06e-06,-,1,696,Promoter,6151593,6051593.0,6251593.0,1,3,696,8,3,771,0.81,16.61,12.67,-5.63,2.521e-08,4.002604956180812e-06,1.14,0.2528,0.9168571357814068,-17.69,2.674e-08,6.0594441935483866e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"6088946,6163810,6201116,6201720,6202784",0,,1,0,1,1
417678,chr10,97355660,97356032,97355837,97355856,1.15e-05,-,1,607,Distal,97355846,97255846.0,97455846.0,1,2,607,8,3,771,1.51,9.93,6.4,-3.46,0.0005771,0.019385789787254804,1.52,0.1286,0.8579177994844661,-3.51,0.006605,0.3639114481792717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,"ARHGAP19,ARHGAP19-SLIT1,RRP12",,0.0,0.0,0.0,0.0,,,,0,,0,1,"97319178,97334802,97335017,97426211",0,,1,0,1,1
418490,chr10,100561902,100562324,N,N,N,N,N,713,Distal,100562113,100462113.0,100671188.0,0,3,713,8,3,771,0.84,32.17,23.2,-5.28,1.6550000000000002e-07,2.065911142339076e-05,1.3,0.1949,0.9168571357814068,-57.52,7.306e-13,1.6715394729145897e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,93.909664,1,,0,1,"100511162,100535976,100562163",0,,0,1,0,1
418992,chr10,102422546,102422988,102422849,102422868,2.68e-06,-,2,730,Exon,102422858,102322858.0,102522858.0,1,2,730,8,3,771,1.15,9.72,16.22,-6.44,2.143e-10,5.700553891035548e-08,-1.7,0.08972000000000001,0.7283279273627735,-3.56,0.006144,0.3506929587928033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,NFKB2,,,0,,0,1,"102394128,102395621,102399645,102421135,102432647,102450604,102461271,102502210,102502925,102503883",0,,1,0,1,1
436373,chr11,44065993,44066449,44066199,44066218,2.41e-05,+,1,697,Promoter,44066208,43966208.0,44166208.0,0,3,697,8,3,771,0.15,19.57,15.46,-5.79,1.019e-08,1.787284461146497e-06,0.95,0.3414,0.9168571357814068,-20.06,8.849e-09,2.011858725561427e-06,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,ACCS,ACCS,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,ACCS,ACCS,88.03103359999999,15,83.72724000000002,2,1,44095644,1,44095868,0,0,1,1
441327,chr11,67374149,67374481,67374308,67374327,1.83e-05,-,1,653,Promoter,67374317,67274317.0,67474317.0,1,2,653,8,3,771,2.86,7.8,10.61,-3.81,0.0001517,0.0066261455047268575,-0.85,0.3975,0.9168571357814068,-2.73,0.02338,0.5888623034834943,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,CLCF1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,CLCF1,,,0,,0,1,"67277709,67288972,67317834,67391892,67402070,67403869,67409395,67417193,67421166,67423051,67428455,67436603,67437293,67464713,67469363",0,,1,0,1,1
459307,chr12,6735653,6736126,6735858,6735877,1.21e-07,+,1,721,Distal,6735867,6635867.0,6835867.0,0,2,721,8,3,771,1.2,7.72,12.51,-6.52,1.2969999999999998e-10,3.610563740396279e-08,-1.69,0.0919,0.7374935898631478,-3.69,0.005007,0.3128484301143583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"6663330,6689664,6724201,6783096,6783409",0,,1,0,1,1
470169,chr12,55646093,55646536,55646307,55646326,7.18e-07,+,1,582,Distal,55646316,55546316.0,55746316.0,0,3,582,8,3,771,0.43,35.28,16.62,-3.91,0.00010170000000000002,0.004779386258447676,2.76,0.006,0.10577654289372601,-20.62,6.938e-09,1.5784270991407798e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,71.16480088125002,32,50.57179710000001,4,1,"55716020,55738524",0,,1,1,1,2
484281,chr12,110846910,110847456,110847419,110847438,1.18e-05,-,1,592,Promoter,110847428,110747428.0,110947428.0,1,2,592,8,3,771,1.68,4.18,5.3,-3.02,0.002634,0.0630128917538312,-0.57,0.5703,0.9168571357814068,-1.99,0.07743,0.7486665375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,17.251119999999982,2,,0,0,,0,,0,0,1,1
491250,chr13,20127739,20128166,20127893,20127912,1.86e-06,-,1,590,Distal,20127902,19984887.0,20227902.0,0,2,590,8,3,771,0.95,7.08,8.19,-3.55,0.0004093999999999999,0.01480578023744484,-0.33,0.7390000000000001,0.9374630882995172,-7.32,4.484e-05,0.008468904351165981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,93.06839431818184,22,96.58691133333332,3,0,,0,,0,0,1,1
491252,chr13,20136647,20137103,20136938,20136957,1.73e-05,+,1,590,Distal,20136947,19984887.0,20236947.0,0,2,590,8,3,771,0.49,7.12,7.15,-3.47,0.0005521,0.01874817002417008,-0.01,0.9922,0.9981591243265202,-3.99,0.0031579999999999998,0.2376799805400677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,1,1,2
494478,chr13,30673920,30674474,30674230,30674249,9.2e-05,+,1,691,Distal,30674239,30551383.0,30774239.0,0,2,691,8,3,771,4.73,5.8,10.39,-2.74,0.006293,0.121125162775743,-1.37,0.1721,0.9168571357814068,-0.26,0.8002,0.9212486300361892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,HMGB1,,0.0,0.0,0.0,0.0,,,20.99970648387097,31,,0,1,"30576777,30617852",0,,1,0,0,0
511139,chr14,22040232,22040638,22040444,22040463,2.43e-08,+,1,626,Distal,22040453,21940453.0,22140453.0,0,3,626,8,3,771,0.0,15.14,7.16,-4.34,1.582e-05,0.0010178454934579439,2.96,0.0031219999999999998,0.06141137602148694,-11.19,1.3940000000000001e-06,0.0003052385578880406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,1,1,2
511149,chr14,22084236,22084747,22084595,22084614,3.69e-08,+,2,709,Distal,22084604,21984604.0,22184604.0,0,2,709,8,3,771,0.09,8.59,9.3,-6.1,1.628e-09,3.508961840951785e-07,-0.29,0.7736,0.9450884353838072,-9.71,4.567e-06,0.0009758085794537557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,1,1,2
511155,chr14,22100225,22100557,22100369,22100388,3.2e-07,-,2,673,Distal,22100378,22000378.0,22200378.0,0,3,673,8,3,771,0.0,21.05,14.84,-4.48,8.676e-06,0.0006153729655882957,1.15,0.2516,0.9168571357814068,-9.04,8.242e-06,0.001729887749390244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,1,0,1
511157,chr14,22112033,22112552,22112203,22112222,1.24e-06,+,1,619,Distal,22112212,22012212.0,22212212.0,0,2,619,8,3,771,0.0,5.62,6.19,-4.59,5.057e-06,0.00039099117845911954,-0.26,0.7984,0.9508599017034948,-11.38,1.205e-06,0.00026478038461538457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,1,0,1
511187,chr14,22200994,22201351,22201074,22201093,1.84e-06,+,3,666,Distal,22201083,22100369.0,22301083.0,0,2,666,8,3,771,0.0,6.5,13.7,-4.72,2.822e-06,0.000237035948999512,-1.52,0.1295,0.8604531946723292,-8.53,1.318e-05,0.002713365496411483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,1,0,1
542675,chr15,58066334,58066656,58066477,58066496,5.71e-08,-,1,656,Promoter,58066486,57966486.0,58166486.0,0,2,656,8,3,771,0.59,10.62,17.42,-5.25,1.983e-07,2.418771628277817e-05,-1.3,0.1949,0.9168571357814068,-3.54,0.006299,0.3554109896763621,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,ALDH1A2,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,ALDH1A2,,0.0,0.0,0.0,0.0,,,74.3931332736842,19,46.458139,2,0,,0,,0,1,0,1
558312,chr16,2251513,2251984,2251671,2251690,5.98e-07,-,1,703,Promoter,2251680,2151680.0,2351680.0,0,2,703,8,3,771,0.44,8.04,10.88,-4.79,1.956e-06,0.00017402004704057894,-0.8,0.425,0.9168571357814068,-4.2,0.002291,0.19330688062262533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,RNPS1,RNPS1,0.0,0.0,0.0,0.0,,,83.59159602857143,14,69.901724,2,1,"2155691,2205454,2205731,2214946,2223612,2268142",0,,1,0,0,0
558637,chr16,3183189,3183586,N,N,N,N,N,551,Distal,3183387,3083387.0,3283387.0,0,2,551,8,3,771,0.28,9.15,6.61,-3.41,0.0006774,0.021995179916988964,0.84,0.4026,0.9168571357814068,-6.05,0.0001903,0.03028387394822006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,72.92313916774195,31,88.10738599999998,3,1,"3106565,3106738,3135017,3235199,3263748,3264599",0,,1,0,0,0
563175,chr16,20806452,20807230,20806876,20806895,4.18e-06,+,1,685,Promoter,20806885,20706885.0,21084016.0,0,3,685,8,3,771,2.67,7.96,6.16,-3.27,0.001134,0.032924738981907134,1.04,0.2999,0.9168571357814068,-2.24,0.052110000000000004,0.7065712437957931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"20741851,20900279,20900480",0,,0,0,1,1
566080,chr16,31472706,31473110,31472907,31472926,3.96e-06,+,3,613,Promoter,31472916,31372916.0,31697104.0,1,2,613,8,3,771,1.33,4.22,10.0,-3.27,0.001112,0.032424101990681915,-1.34,0.1822,0.9168571357814068,-2.04,0.07193,0.7419309586024001,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,13.011324444444439,9,,0,1,31459446,0,,1,0,0,0
577717,chr16,87588718,87589084,N,N,N,N,N,651,Distal,87588901,87488901.0,87688901.0,1,2,651,8,3,771,1.32,6.89,12.11,-4.14,3.871e-05,0.002150333784394416,-1.23,0.2205,0.9168571357814068,-2.77,0.02169,0.5768378664142779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,38.17527437142857,7,,0,0,,0,,0,0,1,1
584723,chr17,20908180,20908732,20908476,20908495,9.13e-06,+,1,624,Distal,20908485,20808485.0,21008485.0,1,2,624,8,3,771,2.59,6.25,7.26,-3.0,0.0027890000000000002,0.06582202540281111,-0.4,0.6908,0.9286272952717928,-1.45,0.1804,0.7537908174610848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,9.877971755555556,9,14.3760282,3,0,,0,,0,0,1,1
585459,chr17,27349101,27349388,27349230,27349249,1.68e-05,-,3,557,Distal,27349239,27249239.0,27449239.0,0,2,557,8,3,771,0.49,10.85,15.39,-3.98,7.511e-05,0.003728845618374559,-0.74,0.4583,0.9168571357814068,-3.8,0.0042380000000000004,0.2831603464971861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,92.585281275,24,96.88556,1,1,"27293988,27353801",0,,0,0,0,0
589179,chr17,41786295,41786730,41786450,41786469,7e-06,-,1,666,Promoter,41786459,41686459.0,41886459.0,0,2,666,8,3,771,0.51,5.22,12.55,-4.0,6.86e-05,0.003454987884995245,-1.49,0.136,0.8759458114252571,-3.89,0.003657,0.25927753377960866,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,91.7524735777778,27,92.7931816,4,1,"41688741,41689407",0,,1,0,1,1
589841,chr17,43917712,43918118,43917921,43917940,5.04e-05,+,1,565,Promoter,43917930,43817930.0,44017930.0,1,3,565,8,3,771,1.26,12.11,7.49,-3.19,0.0014789999999999998,0.04050226703528382,1.45,0.1473,0.9006145129489501,-29.19,3.172e-10,7.247583099900433e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,44014968,0,,0,1,1,2
590251,chr17,45133118,45133486,45133351,45133370,3.01e-05,-,2,659,Promoter,45133360,45033360.0,45233360.0,0,2,659,8,3,771,3.02,12.53,21.62,-7.06,3.5839999999999997e-12,1.3861401887640449e-09,-2.11,0.03513,0.4096014966804417,-2.61,0.028260000000000007,0.6215258941920645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,50.648144725,8,,0,1,"45051541,45061047,45135490,45147778,45148557,45149332,45161543,45161732,45172074,45172628,45226283",0,,1,0,0,0
590902,chr17,47790050,47790367,47790037,47790056,5.04e-05,+,1,645,Distal,47790046,47690046.0,47890046.0,0,2,645,8,3,771,2.05,12.48,11.56,-3.22,0.001336,0.037450268496274274,0.19,0.8485,0.9631147850876252,-5.25,0.0005252000000000001,0.06845189526694435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,8.502131348717949,39,15.557344999999998,2,1,"47821821,47831639",0,,0,0,0,0
590991,chr17,48036738,48037342,48036852,48036871,8.75e-06,+,2,620,Promoter,48036861,47936861.0,48136861.0,1,3,620,8,3,771,0.89,17.03,8.0,-3.96,8.335e-05,0.004063491052333404,3.08,0.002153,0.04485768527934145,-25.25,1.153e-09,2.630953387470998e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,19.281171428571426,7,16.664033333333336,3,1,"47941425,47970842,48012402,48047786,48048164,48101537",0,,1,1,1,2
598776,chr17,67221095,67221395,67221237,67221256,7.11e-07,+,1,608,Intron,67221246,66906856.0,67374821.0,1,2,608,8,3,771,0.93,10.31,11.33,-3.93,9.378e-05,0.004474382952387553,-0.24,0.8140000000000001,0.9543569217040032,-4.38,0.0017629999999999996,0.16317562879806394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,67366638,0,,0,1,1,2
