id,chr,start,end,motif_start,motif_end,motif_pvalue,motif_strand,#motifs,occupancy_score,annotation,mid_position,domain_100k_1M_left,domain_100k_1M_right,cancer_peaks,normal_peaks,all_peaks,cancer_total,normal_total,all_total,cancer_mean,normal_mean,ctrl_mean,cancer_vs_other_stats,cancer_vs_other_pvalue,cancer_vs_other_adjp,normal_vs_other_stats,normal_vs_other_pvalue,normal_vs_other_adjp,cancer_vs_normal_stats,cancer_vs_normal_pvalue,cancer_vs_normal_adjp,promoter_allgenes,promoter_allgenes_pos,promoter_allgenes_hicor,promoter_allgenes_hicor_pos,promoter_upgenes,promoter_upgenes_pos,promoter_upgenes_hicor,promoter_upgenes_hicor_pos,promoter_upgenes_names,promoter_upgenes_hicor_names,promoter_dngenes,promoter_dngenes_pos,promoter_dngenes_hicor,promoter_dngenes_hicor_pos,promoter_dngenes_names,promoter_dngenes_hicor_names,domain_allgenes,domain_allgenes_pos,domain_allgenes_hicor,domain_allgenes_hicor_pos,domain_upgenes,domain_upgenes_pos,domain_upgenes_hicor,domain_upgenes_hicor_pos,domain_upgenes_names,domain_upgenes_hicor_names,domain_dngenes,domain_dngenes_pos,domain_dngenes_hicor,domain_dngenes_hicor_pos,domain_dngenes_names,domain_dngenes_hicor_names,differential_methy_EachSide150bp,DE_count_EachSide150bp,differential_methy_motif,DE_count_motif,if_intra_domain_notch,notch_center,if_intra_domain_dynamic_notch,dynamic_notch_center,if_intra_domain_MYC,PD31_peak,PD9_peak,all_patients_peaks
487873,chr12,123041145,123041378,123041259,123041278,2.04e-05,+,2,23,Intron,123041268,122941268.0,123141268.0,4,0,23,8,3,771,6.42,1.94,1.43,7.32,6.141e-13,2.7275112832258063e-10,0.47,0.6387,0.921319229544264,1.8,0.1052,0.749456959871834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"122974693,122975254,122980639,123041256,123043618,123132023,123135033,123140160",1,"123132206,123134978",1,1,1,2
489944,chr12,130571134,130571399,N,N,N,N,N,26,Distal,130571266,130281354.0,130748331.0,4,0,26,8,3,771,6.99,0.12,0.63,15.9,1.848e-49,5.300903299999999e-45,-0.83,0.4074,0.9168571357814068,3.35,0.008563,0.4100026100292113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RIMBP2,,0.0,0.0,0.0,0.0,,,,0,,0,1,"130521592,130590008",1,130590271,0,0,0,0
494267,chr13,30111907,30112150,30112012,30112031,1.25e-06,+,1,103,Distal,30112021,29924357.0,30212021.0,4,0,103,8,3,771,11.38,3.0,4.89,5.27,1.7920000000000004e-07,2.2176249649469712e-05,-0.94,0.3484,0.9168571357814068,3.99,0.003152,0.23738411639864346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,30115128,0,,0,0,1,1
495424,chr13,33678155,33678405,N,N,N,N,N,127,Promoter,33678280,33542823.0,33931615.0,5,0,127,8,3,771,15.56,0.05,2.26,7.98,5.118e-15,3.2928781514018693e-12,-0.84,0.3984,0.9168571357814068,1.98,0.0794,0.749456959871834,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,RFC3,,0.0,0.0,0.0,0.0,,,,0,,0,1,33818118,0,,1,0,0,0
500021,chr13,50915614,50915897,50915760,50915779,9.98e-05,-,1,92,Intron,50915769,50815769.0,51125941.0,4,0,92,8,3,771,9.86,3.08,2.33,7.47,2.213e-13,1.0601902414752958e-10,0.46,0.6452,0.9221351187499868,3.34,0.008671,0.412562572327044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"50892318,50893749,50909728,50912098,50992429",0,,1,1,1,2
507795,chr13,104810264,104810492,104810370,104810389,1.69e-05,+,1,39,Distal,104810379,104710379.0,105810379.0,4,0,39,8,3,771,14.01,0.3,0.91,19.16,2.9259999999999996e-67,4.028686507999998e-62,-0.56,0.5774,0.9168571357814068,7.12,5.515e-05,0.010236413952547856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"104809577,104810427,104832070,104841319,104843680,104875244,104875605,105135991",1,104875251,0,0,1,1
533266,chr14,103905934,103906158,103906052,103906071,6.82e-06,+,1,102,Distal,103906061,103806061.0,104006061.0,5,0,102,8,3,771,20.23,10.9,4.35,8.48,1.164e-16,9.631386490384616e-14,2.24,0.02516,0.3228193763861709,0.93,0.3743,0.784719485506673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"103921282,103921582",0,,0,0,1,1
533341,chr14,104103048,104103325,104103178,104103197,3.79e-05,-,2,83,Intron,104103187,104003187.0,104203187.0,4,0,83,8,3,771,6.05,0.57,1.14,6.6,7.447e-11,2.19278475748503e-08,-0.49,0.626,0.9195183689094286,1.8,0.1048,0.749456959871834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,5.030484000000001,10,10.58413999999999,2,1,104078194,0,,0,0,0,0
534846,chr15,24678521,24678813,24678666,24678685,3.22e-05,+,1,136,Exon,24678675,23878110.0,25438329.0,4,0,136,8,3,771,7.76,0.62,1.57,7.19,1.555e-12,6.429472042042042e-10,-0.7,0.485,0.9168571357814068,1.9,0.08974,0.749456959871834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,1,1,2
534860,chr15,24764946,24765152,24765049,24765068,1.62e-05,+,1,11,Distal,24765058,23878110.0,25438329.0,4,0,11,8,3,771,9.29,0.41,0.52,16.44,2.6549999999999997e-52,9.138894975e-48,-0.12,0.9037,0.9769481579364744,3.56,0.006135,0.3503244786828135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,1,1
542393,chr15,57079490,57079834,57079648,57079667,4.93e-05,-,1,147,Intron,57079657,56869765.0,57179657.0,4,0,147,8,3,771,5.84,1.26,1.62,5.11,4.1039999999999997e-07,4.5313754867682425e-05,-0.27,0.7837,0.9475235550630308,1.75,0.1132,0.749456959871834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,TCF12,,0.0,0.0,0.0,0.0,,,,0,,0,1,"56887360,56918613",0,,0,1,1,2
556016,chr15,98174377,98174633,98174488,98174507,3.71e-06,-,1,123,Distal,98174497,98074497.0,98292636.0,4,0,123,8,3,771,11.38,0.78,2.95,6.15,1.21e-09,2.7027874432186887e-07,-0.98,0.3297,0.9168571357814068,3.89,0.0036829999999999996,0.2603700972478948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,98160357,0,,0,1,1,2
566213,chr16,32066304,32066564,N,N,N,N,N,149,Distal,32066434,31859541.0,33066434.0,4,0,149,8,3,771,6.5,3.14,1.49,7.17,1.7740000000000001e-12,7.23502989336493e-10,1.49,0.1361,0.8761144795406942,0.95,0.3648,0.7826029344894386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,1,1,2
566511,chr16,35560268,35560630,35560479,35560498,6.88e-06,+,1,148,Distal,35560488,35391551.0,36560488.0,4,0,148,8,3,771,10.81,0.26,1.39,12.81,3.3e-34,2.0652869999999998e-30,-0.96,0.3374,0.9168571357814068,4.73,0.0010689999999999999,0.11576696570709452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"35560749,35615069",0,,0,0,0,0
576915,chr16,85567426,85567634,85567510,85567529,6.36e-06,-,1,35,Distal,85567519,85467519.0,85667519.0,4,0,35,8,3,771,14.28,0.02,2.12,8.32,4.0569999999999997e-16,3.072559354235425e-13,-0.89,0.3715,0.9168571357814068,2.92,0.01711,0.5342201546555398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-69.33160600000001,3,,0,1,"85498896,85510505,85555402,85567509,85570009,85570399,85570703,85584332,85610634,85613115,85613264,85616009,85651288",0,,1,0,0,0
577743,chr16,87661653,87662144,N,N,N,N,N,139,Intron,87661898,87561898.0,87778067.0,4,0,139,8,3,771,5.38,0.53,1.4,6.94,8.064e-12,2.900465755485893e-09,-0.94,0.348,0.9168571357814068,2.79,0.021159999999999998,0.5732844407713499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"87707887,87723400,87725125,87725835,87766006",1,87725934,1,0,0,0
585147,chr17,22492341,22492679,22492542,22492561,3.49e-05,-,1,106,Distal,22492551,21513159.0,23492551.0,4,0,106,8,3,771,8.45,0.08,1.07,9.79,2.023e-21,3.094870815555556e-18,-0.85,0.3935,0.9168571357814068,1.78,0.1082,0.749456959871834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,C17orf51,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
607893,chr18,13440267,13440634,13440460,13440479,2.56e-05,-,1,126,Intron,13440469,13159675.0,13558259.0,4,0,126,8,3,771,9.87,1.99,1.36,16.55,7.063e-53,2.701318903888888e-48,0.75,0.452,0.9168571357814068,4.38,0.001773,0.1639028624949644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,LDLRAD4,,0.0,0.0,0.0,0.0,,,,0,,0,1,"13173795,13217293,13223421,13229499,13377028,13378299,13436804,13438441,13454015,13456225",1,13439067,1,0,1,1
614236,chr18,51199260,51199562,51199435,51199454,1.13e-05,+,1,124,Promoter,51199444,51051297.0,51299444.0,4,0,124,8,3,771,8.31,0.89,2.04,9.79,2.1299999999999998e-21,3.236984039735098e-18,-1.12,0.2615,0.9168571357814068,3.36,0.008359,0.4056146620621608,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"51154163,51197933,51198290",0,,1,0,0,0
615270,chr18,57447080,57447703,57447593,57447612,5.1e-06,-,2,94,Intron,57447602,57347602.0,57558080.0,4,0,94,8,3,771,4.02,0.48,1.52,5.1,4.232e-07,4.6518146702858063e-05,-1.33,0.185,0.9168571357814068,1.99,0.07832,0.749456959871834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
617788,chr18,71426413,71426899,N,N,N,N,N,107,Distal,71426656,70932410.0,72426656.0,5,0,107,8,3,771,3.98,1.32,0.93,6.66,5.24e-11,1.5933604063604242e-08,0.53,0.5947,0.9176898047766,3.19,0.01098,0.456394218066295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
620474,chr19,1791052,1791314,1791188,1791207,6.05e-07,+,1,32,Intron,1791197,1691197.0,1891197.0,5,0,32,8,3,771,9.79,0.67,1.91,9.64,7.624e-21,1.0889175717842322e-17,-0.94,0.345,0.9168571357814068,3.34,0.008683,0.41278180031750417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"1790939,1848772,1852155,1853494,1864231,1876230,1885550",0,,1,0,0,0
643443,chr20,30891394,30891689,30891544,30891563,1.04e-05,+,1,153,Distal,30891553,30357032.0,31313263.0,4,0,153,8,3,771,8.71,0.24,1.86,5.34,1.225e-07,1.592682766761095e-05,-0.79,0.4271,0.9168571357814068,1.68,0.1279,0.749456959871834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
652725,chr20,57932649,57932854,N,N,N,N,N,8,Distal,57932751,57654449.0,58087453.0,4,0,8,8,3,771,11.09,0.45,0.6,15.69,2.279e-48,6.0343449653846145e-44,-0.17,0.8689,0.9684582051879844,1.76,0.112,0.749456959871834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,PMEPA1,,0.0,0.0,0.0,0.0,,,,0,,0,1,"57657918,57710022,57718598,57792800,57813738,57838855,57884031,57891668,57900238,57932082,57932700,57938366,58014815",1,"57792658,57838929,57869797,57932833,57938038",1,0,0,0
664613,chr22,17788603,17788869,N,N,N,N,N,104,Exon,17788736,17688736.0,17888736.0,4,0,104,8,3,771,11.05,1.18,2.43,6.47,1.7830000000000002e-10,4.824956395440253e-08,-0.59,0.5566,0.9168571357814068,1.77,0.1103,0.749456959871834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-8.50605999999999,6,,0,0,,0,,0,0,0,0
673807,chr22,50271758,50271988,50271875,50271894,4.05e-05,-,2,89,Promoter,50271884,50171884.0,50371884.0,4,0,89,8,3,771,13.45,5.16,4.72,6.11,1.576e-09,3.4096923444374604e-07,0.19,0.8505,0.9637292126509148,1.96,0.08217,0.749456959871834,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,TUBGCP6,,1.57156437,20,0.0826446,2,1,"50185846,50190491,50245053",0,,0,0,0,0
674771,chrX,7084926,7085138,7085036,7085055,1.46e-05,+,1,33,Intron,7085045,6085045.0,7926072.0,4,0,33,8,3,771,10.56,0.1,0.75,14.26,3.8509999999999997e-41,4.346131277049179e-37,-0.6,0.5458,0.9168571357814068,3.09,0.01284,0.4831080701754386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,STS,,0.0,0.0,0.0,0.0,,,,0,,0,1,"6739128,7055075,7069206,7084187",1,"6226444,7069232,7092811",0,1,1,2
684046,chrX,120334224,120334531,120334345,120334364,4.52e-05,+,1,145,Distal,120334354,120234354.0,120434354.0,4,0,145,8,3,771,2.77,0.69,1.12,3.93,9.317e-05,0.004452994302277145,-0.63,0.5281,0.9168571357814068,1.96,0.08146,0.749456959871834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"120251523,120309672",0,,0,0,0,0
688228,chrY,19816499,19816775,19816638,19816657,3.96e-06,+,1,35,Distal,19816647,19716647.0,19916647.0,4,0,35,8,3,771,4.57,0.79,0.58,8.83,7.146e-18,6.9386652101551465e-15,0.29,0.7696,0.9441811151287476,1.9,0.08971,0.749456959871834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,44.0,38.0,6.0,6.0,1.0,1.0,1.0,1.0,EIF1AY,EIF1AY,3.0,3.0,0.0,0.0,"KDM5D,PRY,USP9Y",,,0,,0,1,19843184,0,,0,0,0,0
